item_id,scenario_id,model,strategy,tier,auto_verdict,q1_overall,q2_predicate,q2_agreement,notes,rater_id,answered_at
tpl-t3-iso-alt-MNO-H-l8-b6__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-iso-alt-MNO-H-l8-b6,openai-responses:gpt-5.1,raw_code,T3,pass,yes,H_on_segment_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-iso-alt-MNO-H-l8-b6__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-iso-alt-MNO-H-l8-b6,openai-responses:gpt-5.1,raw_code,T3,pass,yes,MN_eq_MO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-iso-alt-MNO-H-l8-b6__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-iso-alt-MNO-H-l8-b6,openai-responses:gpt-5.1,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-iso-alt-MNO-H-l8-b6__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-iso-alt-MNO-H-l8-b6,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-iso-alt-MNO-H-l8-b6__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-iso-alt-MNO-H-l8-b6,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,DE_parallel_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,EF_parallel_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,E_midpoint_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,FD_parallel_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,F_midpoint_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,DE_parallel_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,EF_parallel_NO,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,E_midpoint_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,FD_parallel_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,F_midpoint_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-opus-4-7,raw_code,T3,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,DE_parallel_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,EF_parallel_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,E_midpoint_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,FD_parallel_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,F_midpoint_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t3-medial-MNO-DEF-50,anthropic:claude-sonnet-4-6,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,DE_parallel_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,EF_parallel_NO,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,E_midpoint_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,FD_parallel_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,F_midpoint_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,raw_code,T3,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,DE_parallel_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,EF_parallel_NO,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,E_midpoint_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,FD_parallel_OM,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,F_midpoint_MN,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-medial-MNO-DEF-50,openai-responses:gpt-5.1,raw_code,T3,soft_pass,no,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,DE_parallel_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,D_midpoint_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,EF_parallel_NO,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,E_midpoint_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,FD_parallel_OM,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,F_midpoint_MN,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-medial-MNO-DEF-50__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-medial-MNO-DEF-50,google-gla:gemini-2.5-pro,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__anthropic:claude-opus-4-7__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-opus-4-7,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-flash,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__raw_code__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,raw_code,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-haiku-4-5-20251001,structured,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__anthropic:claude-sonnet-4-6__r1,tpl-t3-rt-alt-ABC-H-3-4,anthropic:claude-sonnet-4-6,structured,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__google-gla:gemini-2.5-pro__r1,tpl-t3-rt-alt-ABC-H-3-4,google-gla:gemini-2.5-pro,structured,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,H_on_hypotenuse,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,right_angle_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,right_angle_marked_at_C,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-rt-alt-ABC-H-3-4__structured__openai-responses:gpt-5.1__r1,tpl-t3-rt-alt-ABC-H-3-4,openai-responses:gpt-5.1,structured,T3,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-tan-M-T-UV-r4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-tan-M-T-UV-r4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,T_between_U_and_V,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t3-tan-M-T-UV-r4__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t3-tan-M-T-UV-r4,anthropic:claude-haiku-4-5-20251001,raw_code,T3,pass,yes,radius_perp_tangent,agree-pass,,consensus,2026-05-07T00:39:05.981Z
