id,tier,tags,prompt,required_labels,n_properties,property_types
tpl-t3-trv-WX-YZ-GH-75,3,templated|parallel|transversal|angles|advanced,"Sketch two parallel horizontal lines: the first passes through points W and X, and the second passes through points Y and Z below it. Then draw a transversal line that makes a 75° angle with the lines, crossing the first at point G and the second at point H. Mark a pair of corresponding angles at G and H as equal. Label all six points.",W|X|Y|Z|G|H,4,parallel|point_on_line|point_on_line|angle_equal
tpl-t3-iso-alt-ABC-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Draw an isosceles triangle ABC where AB and AC are both length 5 and the base BC has length 6. Drop the altitude from the apex A to base BC, meeting at point M. Show that M is also the midpoint of BC. Mark the right angle at M and label all four points.",A|B|C|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-ABC-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Sketch an isosceles triangle ABC where AB and AC are both length 6 and the base BC has length 4. Drop the altitude from the apex A to base BC, meeting at point M. Show that M is also the midpoint of BC. Mark the right angle at M and label all four points.",A|B|C|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-ABC-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Construct an isosceles triangle ABC where AB and AC are both length 8 and the base BC has length 6. Drop the altitude from the apex A to base BC, meeting at point M. Show that M is also the midpoint of BC. Mark the right angle at M and label all four points.",A|B|C|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-DEF-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Make a diagram of an isosceles triangle DEF where DE and DF are both length 5 and the base EF has length 6. Drop the altitude from the apex D to base EF, meeting at point M. Show that M is also the midpoint of EF. Mark the right angle at M and label all four points.",D|E|F|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-DEF-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Show an isosceles triangle DEF where DE and DF are both length 6 and the base EF has length 4. Drop the altitude from the apex D to base EF, meeting at point M. Show that M is also the midpoint of EF. Mark the right angle at M and label all four points.",D|E|F|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-DEF-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Create a diagram showing an isosceles triangle DEF where DE and DF are both length 8 and the base EF has length 6. Drop the altitude from the apex D to base EF, meeting at point M. Show that M is also the midpoint of EF. Mark the right angle at M and label all four points.",D|E|F|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-JKL-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"I need a drawing of an isosceles triangle JKL where JK and JL are both length 5 and the base KL has length 6. Drop the altitude from the apex J to base KL, meeting at point M. Show that M is also the midpoint of KL. Mark the right angle at M and label all four points.",J|K|L|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-JKL-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Draw an isosceles triangle JKL where JK and JL are both length 6 and the base KL has length 4. Drop the altitude from the apex J to base KL, meeting at point M. Show that M is also the midpoint of KL. Mark the right angle at M and label all four points.",J|K|L|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-JKL-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Sketch an isosceles triangle JKL where JK and JL are both length 8 and the base KL has length 6. Drop the altitude from the apex J to base KL, meeting at point M. Show that M is also the midpoint of KL. Mark the right angle at M and label all four points.",J|K|L|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-MNO-H-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Construct an isosceles triangle MNO where MN and MO are both length 5 and the base NO has length 6. Drop the altitude from the apex M to base NO, meeting at point H. Show that H is also the midpoint of NO. Mark the right angle at H and label all four points.",M|N|O|H,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-MNO-H-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Make a diagram of an isosceles triangle MNO where MN and MO are both length 6 and the base NO has length 4. Drop the altitude from the apex M to base NO, meeting at point H. Show that H is also the midpoint of NO. Mark the right angle at H and label all four points.",M|N|O|H,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-MNO-H-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Show an isosceles triangle MNO where MN and MO are both length 8 and the base NO has length 6. Drop the altitude from the apex M to base NO, meeting at point H. Show that H is also the midpoint of NO. Mark the right angle at H and label all four points.",M|N|O|H,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-PQR-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Create a diagram showing an isosceles triangle PQR where PQ and PR are both length 5 and the base QR has length 6. Drop the altitude from the apex P to base QR, meeting at point M. Show that M is also the midpoint of QR. Mark the right angle at M and label all four points.",P|Q|R|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-PQR-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"I need a drawing of an isosceles triangle PQR where PQ and PR are both length 6 and the base QR has length 4. Drop the altitude from the apex P to base QR, meeting at point M. Show that M is also the midpoint of QR. Mark the right angle at M and label all four points.",P|Q|R|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-PQR-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Draw an isosceles triangle PQR where PQ and PR are both length 8 and the base QR has length 6. Drop the altitude from the apex P to base QR, meeting at point M. Show that M is also the midpoint of QR. Mark the right angle at M and label all four points.",P|Q|R|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-STU-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Sketch an isosceles triangle STU where ST and SU are both length 5 and the base TU has length 6. Drop the altitude from the apex S to base TU, meeting at point M. Show that M is also the midpoint of TU. Mark the right angle at M and label all four points.",S|T|U|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-STU-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Construct an isosceles triangle STU where ST and SU are both length 6 and the base TU has length 4. Drop the altitude from the apex S to base TU, meeting at point M. Show that M is also the midpoint of TU. Mark the right angle at M and label all four points.",S|T|U|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-STU-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Make a diagram of an isosceles triangle STU where ST and SU are both length 8 and the base TU has length 6. Drop the altitude from the apex S to base TU, meeting at point M. Show that M is also the midpoint of TU. Mark the right angle at M and label all four points.",S|T|U|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-XYZ-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Show an isosceles triangle XYZ where XY and XZ are both length 5 and the base YZ has length 6. Drop the altitude from the apex X to base YZ, meeting at point M. Show that M is also the midpoint of YZ. Mark the right angle at M and label all four points.",X|Y|Z|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-XYZ-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Create a diagram showing an isosceles triangle XYZ where XY and XZ are both length 6 and the base YZ has length 4. Drop the altitude from the apex X to base YZ, meeting at point M. Show that M is also the midpoint of YZ. Mark the right angle at M and label all four points.",X|Y|Z|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-XYZ-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"I need a drawing of an isosceles triangle XYZ where XY and XZ are both length 8 and the base YZ has length 6. Drop the altitude from the apex X to base YZ, meeting at point M. Show that M is also the midpoint of YZ. Mark the right angle at M and label all four points.",X|Y|Z|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-EFG-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Draw an isosceles triangle EFG where EF and EG are both length 5 and the base FG has length 6. Drop the altitude from the apex E to base FG, meeting at point M. Show that M is also the midpoint of FG. Mark the right angle at M and label all four points.",E|F|G|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-EFG-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Sketch an isosceles triangle EFG where EF and EG are both length 6 and the base FG has length 4. Drop the altitude from the apex E to base FG, meeting at point M. Show that M is also the midpoint of FG. Mark the right angle at M and label all four points.",E|F|G|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-EFG-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Construct an isosceles triangle EFG where EF and EG are both length 8 and the base FG has length 6. Drop the altitude from the apex E to base FG, meeting at point M. Show that M is also the midpoint of FG. Mark the right angle at M and label all four points.",E|F|G|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-RST-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Make a diagram of an isosceles triangle RST where RS and RT are both length 5 and the base ST has length 6. Drop the altitude from the apex R to base ST, meeting at point M. Show that M is also the midpoint of ST. Mark the right angle at M and label all four points.",R|S|T|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-RST-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Show an isosceles triangle RST where RS and RT are both length 6 and the base ST has length 4. Drop the altitude from the apex R to base ST, meeting at point M. Show that M is also the midpoint of ST. Mark the right angle at M and label all four points.",R|S|T|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-RST-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Create a diagram showing an isosceles triangle RST where RS and RT are both length 8 and the base ST has length 6. Drop the altitude from the apex R to base ST, meeting at point M. Show that M is also the midpoint of ST. Mark the right angle at M and label all four points.",R|S|T|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-UVW-M-l5-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"I need a drawing of an isosceles triangle UVW where UV and UW are both length 5 and the base VW has length 6. Drop the altitude from the apex U to base VW, meeting at point M. Show that M is also the midpoint of VW. Mark the right angle at M and label all four points.",U|V|W|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-UVW-M-l6-b4,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Draw an isosceles triangle UVW where UV and UW are both length 6 and the base VW has length 4. Drop the altitude from the apex U to base VW, meeting at point M. Show that M is also the midpoint of VW. Mark the right angle at M and label all four points.",U|V|W|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-iso-alt-UVW-M-l8-b6,3,templated|triangle|isosceles|altitude|midpoint|advanced,"Sketch an isosceles triangle UVW where UV and UW are both length 8 and the base VW has length 6. Drop the altitude from the apex U to base VW, meeting at point M. Show that M is also the midpoint of VW. Mark the right angle at M and label all four points.",U|V|W|M,5,equal_lengths|right_angle|midpoint|point_on_segment|mark_present
tpl-t3-tan-O-T-PQ-r3,3,templated|circle|tangent|perpendicular|advanced,"Draw a circle centered at O with radius 3, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and Q on that line, one on each side of T. Mark the right angle between radius OT and the tangent line. Label all four points.",O|T|P|Q,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-T-PQ-r4,3,templated|circle|tangent|perpendicular|advanced,"Sketch a circle centered at O with radius 4, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and Q on that line, one on each side of T. Mark the right angle between radius OT and the tangent line. Label all four points.",O|T|P|Q,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-T-PQ-r5,3,templated|circle|tangent|perpendicular|advanced,"Construct a circle centered at O with radius 5, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and Q on that line, one on each side of T. Mark the right angle between radius OT and the tangent line. Label all four points.",O|T|P|Q,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-T-PQ-r6,3,templated|circle|tangent|perpendicular|advanced,"Make a diagram of a circle centered at O with radius 6, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and Q on that line, one on each side of T. Mark the right angle between radius OT and the tangent line. Label all four points.",O|T|P|Q,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-C-K-AB-r3,3,templated|circle|tangent|perpendicular|advanced,"Show a circle centered at C with radius 3, and a point K on the circle. Draw the tangent line to the circle at K, with two labeled points A and B on that line, one on each side of K. Mark the right angle between radius CK and the tangent line. Label all four points.",C|K|A|B,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-C-K-AB-r4,3,templated|circle|tangent|perpendicular|advanced,"Create a diagram showing a circle centered at C with radius 4, and a point K on the circle. Draw the tangent line to the circle at K, with two labeled points A and B on that line, one on each side of K. Mark the right angle between radius CK and the tangent line. Label all four points.",C|K|A|B,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-C-K-AB-r5,3,templated|circle|tangent|perpendicular|advanced,"I need a drawing of a circle centered at C with radius 5, and a point K on the circle. Draw the tangent line to the circle at K, with two labeled points A and B on that line, one on each side of K. Mark the right angle between radius CK and the tangent line. Label all four points.",C|K|A|B,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-C-K-AB-r6,3,templated|circle|tangent|perpendicular|advanced,"Draw a circle centered at C with radius 6, and a point K on the circle. Draw the tangent line to the circle at K, with two labeled points A and B on that line, one on each side of K. Mark the right angle between radius CK and the tangent line. Label all four points.",C|K|A|B,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-M-T-UV-r3,3,templated|circle|tangent|perpendicular|advanced,"Sketch a circle centered at M with radius 3, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points U and V on that line, one on each side of T. Mark the right angle between radius MT and the tangent line. Label all four points.",M|T|U|V,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-M-T-UV-r4,3,templated|circle|tangent|perpendicular|advanced,"Construct a circle centered at M with radius 4, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points U and V on that line, one on each side of T. Mark the right angle between radius MT and the tangent line. Label all four points.",M|T|U|V,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-M-T-UV-r5,3,templated|circle|tangent|perpendicular|advanced,"Make a diagram of a circle centered at M with radius 5, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points U and V on that line, one on each side of T. Mark the right angle between radius MT and the tangent line. Label all four points.",M|T|U|V,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-M-T-UV-r6,3,templated|circle|tangent|perpendicular|advanced,"Show a circle centered at M with radius 6, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points U and V on that line, one on each side of T. Mark the right angle between radius MT and the tangent line. Label all four points.",M|T|U|V,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-S-XY-r3,3,templated|circle|tangent|perpendicular|advanced,"Create a diagram showing a circle centered at O with radius 3, and a point S on the circle. Draw the tangent line to the circle at S, with two labeled points X and Y on that line, one on each side of S. Mark the right angle between radius OS and the tangent line. Label all four points.",O|S|X|Y,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-S-XY-r4,3,templated|circle|tangent|perpendicular|advanced,"I need a drawing of a circle centered at O with radius 4, and a point S on the circle. Draw the tangent line to the circle at S, with two labeled points X and Y on that line, one on each side of S. Mark the right angle between radius OS and the tangent line. Label all four points.",O|S|X|Y,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-S-XY-r5,3,templated|circle|tangent|perpendicular|advanced,"Draw a circle centered at O with radius 5, and a point S on the circle. Draw the tangent line to the circle at S, with two labeled points X and Y on that line, one on each side of S. Mark the right angle between radius OS and the tangent line. Label all four points.",O|S|X|Y,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-O-S-XY-r6,3,templated|circle|tangent|perpendicular|advanced,"Sketch a circle centered at O with radius 6, and a point S on the circle. Draw the tangent line to the circle at S, with two labeled points X and Y on that line, one on each side of S. Mark the right angle between radius OS and the tangent line. Label all four points.",O|S|X|Y,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-K-T-PR-r3,3,templated|circle|tangent|perpendicular|advanced,"Construct a circle centered at K with radius 3, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and R on that line, one on each side of T. Mark the right angle between radius KT and the tangent line. Label all four points.",K|T|P|R,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-K-T-PR-r4,3,templated|circle|tangent|perpendicular|advanced,"Make a diagram of a circle centered at K with radius 4, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and R on that line, one on each side of T. Mark the right angle between radius KT and the tangent line. Label all four points.",K|T|P|R,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-K-T-PR-r5,3,templated|circle|tangent|perpendicular|advanced,"Show a circle centered at K with radius 5, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and R on that line, one on each side of T. Mark the right angle between radius KT and the tangent line. Label all four points.",K|T|P|R,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-tan-K-T-PR-r6,3,templated|circle|tangent|perpendicular|advanced,"Create a diagram showing a circle centered at K with radius 6, and a point T on the circle. Draw the tangent line to the circle at T, with two labeled points P and R on that line, one on each side of T. Mark the right angle between radius KT and the tangent line. Label all four points.",K|T|P|R,4,tangent|perpendicular|point_on_segment|mark_present
tpl-t3-cyc-ABCD-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"Draw a circle centered at O with radius 4. Mark four points A, B, C, D on the circle going around in order so they form a cyclic quadrilateral ABCD. Draw the four sides. Label all five points.",A|B|C|D|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-ABCD-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Sketch a circle centered at O with radius 5. Mark four points A, B, C, D on the circle going around in order so they form a cyclic quadrilateral ABCD. Draw the four sides. Label all five points.",A|B|C|D|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-ABCD-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"Construct a circle centered at O with radius 6. Mark four points A, B, C, D on the circle going around in order so they form a cyclic quadrilateral ABCD. Draw the four sides. Label all five points.",A|B|C|D|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-ABCD-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Make a diagram of a circle centered at U with radius 5. Mark four points A, B, C, D on the circle going around in order so they form a cyclic quadrilateral ABCD. Draw the four sides. Label all five points.",A|B|C|D|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-EFGH-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"Show a circle centered at O with radius 4. Mark four points E, F, G, H on the circle going around in order so they form a cyclic quadrilateral EFGH. Draw the four sides. Label all five points.",E|F|G|H|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-EFGH-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Create a diagram showing a circle centered at O with radius 5. Mark four points E, F, G, H on the circle going around in order so they form a cyclic quadrilateral EFGH. Draw the four sides. Label all five points.",E|F|G|H|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-EFGH-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"I need a drawing of a circle centered at O with radius 6. Mark four points E, F, G, H on the circle going around in order so they form a cyclic quadrilateral EFGH. Draw the four sides. Label all five points.",E|F|G|H|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-EFGH-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Draw a circle centered at U with radius 5. Mark four points E, F, G, H on the circle going around in order so they form a cyclic quadrilateral EFGH. Draw the four sides. Label all five points.",E|F|G|H|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-JKLM-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"Sketch a circle centered at O with radius 4. Mark four points J, K, L, M on the circle going around in order so they form a cyclic quadrilateral JKLM. Draw the four sides. Label all five points.",J|K|L|M|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-JKLM-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Construct a circle centered at O with radius 5. Mark four points J, K, L, M on the circle going around in order so they form a cyclic quadrilateral JKLM. Draw the four sides. Label all five points.",J|K|L|M|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-JKLM-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"Make a diagram of a circle centered at O with radius 6. Mark four points J, K, L, M on the circle going around in order so they form a cyclic quadrilateral JKLM. Draw the four sides. Label all five points.",J|K|L|M|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-JKLM-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Show a circle centered at U with radius 5. Mark four points J, K, L, M on the circle going around in order so they form a cyclic quadrilateral JKLM. Draw the four sides. Label all five points.",J|K|L|M|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-PQRS-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"Create a diagram showing a circle centered at O with radius 4. Mark four points P, Q, R, S on the circle going around in order so they form a cyclic quadrilateral PQRS. Draw the four sides. Label all five points.",P|Q|R|S|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-PQRS-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"I need a drawing of a circle centered at O with radius 5. Mark four points P, Q, R, S on the circle going around in order so they form a cyclic quadrilateral PQRS. Draw the four sides. Label all five points.",P|Q|R|S|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-PQRS-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"Draw a circle centered at O with radius 6. Mark four points P, Q, R, S on the circle going around in order so they form a cyclic quadrilateral PQRS. Draw the four sides. Label all five points.",P|Q|R|S|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-PQRS-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Sketch a circle centered at U with radius 5. Mark four points P, Q, R, S on the circle going around in order so they form a cyclic quadrilateral PQRS. Draw the four sides. Label all five points.",P|Q|R|S|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-WXYZ-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"Construct a circle centered at O with radius 4. Mark four points W, X, Y, Z on the circle going around in order so they form a cyclic quadrilateral WXYZ. Draw the four sides. Label all five points.",W|X|Y|Z|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-WXYZ-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Make a diagram of a circle centered at O with radius 5. Mark four points W, X, Y, Z on the circle going around in order so they form a cyclic quadrilateral WXYZ. Draw the four sides. Label all five points.",W|X|Y|Z|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-WXYZ-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"Show a circle centered at O with radius 6. Mark four points W, X, Y, Z on the circle going around in order so they form a cyclic quadrilateral WXYZ. Draw the four sides. Label all five points.",W|X|Y|Z|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-WXYZ-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Create a diagram showing a circle centered at U with radius 5. Mark four points W, X, Y, Z on the circle going around in order so they form a cyclic quadrilateral WXYZ. Draw the four sides. Label all five points.",W|X|Y|Z|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-QRST-O-r4,3,templated|quadrilateral|circle|cyclic|advanced,"I need a drawing of a circle centered at O with radius 4. Mark four points Q, R, S, T on the circle going around in order so they form a cyclic quadrilateral QRST. Draw the four sides. Label all five points.",Q|R|S|T|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-QRST-O-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Draw a circle centered at O with radius 5. Mark four points Q, R, S, T on the circle going around in order so they form a cyclic quadrilateral QRST. Draw the four sides. Label all five points.",Q|R|S|T|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-QRST-O-r6,3,templated|quadrilateral|circle|cyclic|advanced,"Sketch a circle centered at O with radius 6. Mark four points Q, R, S, T on the circle going around in order so they form a cyclic quadrilateral QRST. Draw the four sides. Label all five points.",Q|R|S|T|O,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-cyc-QRST-U-r5,3,templated|quadrilateral|circle|cyclic|advanced,"Construct a circle centered at U with radius 5. Mark four points Q, R, S, T on the circle going around in order so they form a cyclic quadrilateral QRST. Draw the four sides. Label all five points.",Q|R|S|T|U,3,point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-OC-PQ-5-5,3,templated|circle|intersection|advanced,"Draw two circles that intersect in two points: the first centered at O with radius 5, the second centered at C with radius 5. Mark the two intersection points as P and Q. Label all four points.",O|C|P|Q,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-OC-PQ-4-6,3,templated|circle|intersection|advanced,"Sketch two circles that intersect in two points: the first centered at O with radius 4, the second centered at C with radius 6. Mark the two intersection points as P and Q. Label all four points.",O|C|P|Q,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-OC-PQ-5-4,3,templated|circle|intersection|advanced,"Construct two circles that intersect in two points: the first centered at O with radius 5, the second centered at C with radius 4. Mark the two intersection points as P and Q. Label all four points.",O|C|P|Q,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-OC-PQ-6-5,3,templated|circle|intersection|advanced,"Make a diagram of two circles that intersect in two points: the first centered at O with radius 6, the second centered at C with radius 5. Mark the two intersection points as P and Q. Label all four points.",O|C|P|Q,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-MN-AB-5-5,3,templated|circle|intersection|advanced,"Show two circles that intersect in two points: the first centered at M with radius 5, the second centered at N with radius 5. Mark the two intersection points as A and B. Label all four points.",M|N|A|B,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-MN-AB-4-6,3,templated|circle|intersection|advanced,"Create a diagram showing two circles that intersect in two points: the first centered at M with radius 4, the second centered at N with radius 6. Mark the two intersection points as A and B. Label all four points.",M|N|A|B,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-MN-AB-5-4,3,templated|circle|intersection|advanced,"I need a drawing of two circles that intersect in two points: the first centered at M with radius 5, the second centered at N with radius 4. Mark the two intersection points as A and B. Label all four points.",M|N|A|B,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-MN-AB-6-5,3,templated|circle|intersection|advanced,"Draw two circles that intersect in two points: the first centered at M with radius 6, the second centered at N with radius 5. Mark the two intersection points as A and B. Label all four points.",M|N|A|B,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
tpl-t3-2cir-UV-XY-5-5,3,templated|circle|intersection|advanced,"Sketch two circles that intersect in two points: the first centered at U with radius 5, the second centered at V with radius 5. Mark the two intersection points as X and Y. Label all four points.",U|V|X|Y,4,point_on_circle|point_on_circle|point_on_circle|point_on_circle
